customerid,tgt,trips,amount_of_yen,quantity,purchase_period,purchase_recency,purchase_amount_per_trips,regularity,trips_cancellation,trips_cat85099,trips_cat85123,trips_cat22423,trips_cat47566,trips_cat84879,trips_cat20725,trips_cat22720,trips_catpost,trips_cat23203,trips_cat22383,mode_category
14189,0,9,1768.31,1466,136,26,196.478888888889,15.1111111111111,0,0,2,0,0,2,0,0,0,0,0,23342
14191,0,9,2500.54,1570,139,10,277.837777777778,15.4444444444444,0,7,0,0,5,0,0,0,0,2,0,85099
14194,0,17,5326.1,2873,139,0,313.3,8.17647058823529,0,4,1,2,5,2,0,0,0,6,2,23203
14198,0,5,499.1,240,159,9,99.82,31.8,0,0,0,0,0,0,0,0,0,0,0,82486
14201,0,7,500.5,298,153,10,71.5,21.8571428571429,0,0,0,0,2,4,0,0,0,0,0,84879
14209,0,4,1101.48,473,92,51,275.37,23,0,0,3,0,0,0,0,0,0,0,0,85123
14210,1,4,923.5,326,135,21,230.875,33.75,0,0,1,1,3,0,0,0,0,0,0,47566
14211,0,6,867.04,368,158,10,144.506666666667,26.3333333333333,0,2,1,0,0,0,0,0,0,0,0,82483
14217,0,9,927.95,297,171,4,103.105555555556,19,0,0,0,0,1,1,0,0,0,0,0,23146
14221,0,8,2770.99,1843,126,10,346.37375,15.75,0,0,2,0,3,2,0,0,0,0,0,22983
14227,0,10,2290.15,1245,159,15,229.015,15.9,0,3,1,0,0,1,1,0,0,2,0,85099
14232,0,4,879.31,933,71,45,219.8275,17.75,0,0,0,0,0,0,0,0,0,0,0,84212
14235,0,4,2294.55,1383,151,5,573.6375,37.75,0,1,1,0,0,0,0,0,0,2,0,85099
14239,0,8,1422.66,556,175,1,177.8325,21.875,0,3,2,0,0,0,0,0,0,1,0,85099
14243,0,7,1128.26,598,154,21,161.18,22,0,0,0,0,0,0,0,1,0,0,0,82482
14258,0,6,6010.22,3456,155,19,1001.70333333333,25.8333333333333,0,1,1,0,2,0,1,1,0,0,0,82494
14262,0,4,1379.3,855,156,14,344.825,39,0,0,0,0,0,0,0,0,0,0,0,21790
14267,1,4,452.68,182,90,80,113.17,22.5,0,0,1,2,0,0,0,1,0,0,0,23288
14282,0,8,1902.44,1549,145,11,237.805,18.125,0,3,0,0,0,0,1,0,0,4,3,85099
14289,0,4,510.54,130,106,64,127.635,26.5,0,0,0,1,0,0,0,0,0,0,0,48194
14291,0,7,1360.71,961,96,43,194.387142857143,13.7142857142857,0,0,0,1,0,0,2,0,0,0,0,22662
14292,0,7,2642.2,850,117,16,377.457142857143,16.7142857142857,0,0,0,2,0,0,0,0,0,3,0,22699
14298,0,23,29890.9599999999,37283,161,2,1299.60695652173,7,0,2,3,4,0,0,0,0,0,2,0,85230
14299,0,5,1207.4,823,34,3,241.48,6.8,0,0,2,1,0,1,0,2,0,0,0,23243
14305,1,5,1803.76,1069,64,1,360.752,12.8,0,0,2,0,0,2,0,0,0,0,0,85049
14307,1,4,1725.16,1190,130,18,431.29,32.5,0,0,2,0,0,2,0,0,0,0,0,85123
14309,0,4,1045.31,731,141,23,261.3275,35.25,0,0,0,2,0,0,0,0,0,0,0,85032
14315,0,4,1019.75,433,61,59,254.9375,15.25,0,2,0,0,0,0,0,0,0,0,0,85099
14323,1,4,574.26,340,123,44,143.565,30.75,0,0,0,2,0,0,0,0,0,0,0,22699
14329,0,4,1352.83,1062,118,38,338.2075,29.5,0,1,0,1,0,1,0,0,0,1,1,23209
14334,0,4,1289.61,805,139,23,322.4025,34.75,0,0,0,0,0,0,0,0,0,0,0,48194
14338,1,4,554.22,329,38,88,138.555,9.5,0,0,0,1,1,0,0,0,0,0,0,23081
14339,1,4,289.91,150,8,164,72.4775,2,0,0,0,0,0,0,0,0,1,0,0,23155
14341,0,4,803.89,506,84,60,200.9725,21,0,2,0,1,0,0,2,0,0,2,0,85099
14342,0,4,358.89,166,73,67,89.7225,18.25,0,0,0,1,0,1,0,0,1,0,0,23112
14364,1,8,3717.35,1967,102,38,464.66875,12.75,0,2,0,0,1,0,1,0,0,1,0,23298
14367,0,13,5368.47,2471,164,5,412.959230769231,12.6153846153846,0,5,4,0,5,0,4,3,0,2,2,85099
14388,0,4,1563.52,1000,111,21,390.88,27.75,0,3,0,4,0,0,0,1,0,3,3,23201
14390,0,4,1352.76,664,95,74,338.19,23.75,0,3,1,0,0,0,2,0,0,1,0,85099
14395,0,6,1562.73,761,173,2,260.455,28.8333333333333,0,0,1,0,4,0,0,0,0,0,0,82483
14397,0,13,1082.59,793,140,3,83.2761538461539,10.7692307692308,0,0,0,0,0,0,0,0,0,0,0,22178
14401,0,9,2832.76,3187,102,10,314.751111111111,11.3333333333333,0,0,0,0,0,2,0,0,0,0,0,21382
14403,1,5,1426.31,513,116,60,285.262,23.2,0,0,0,0,0,0,0,0,0,0,0,22605
14407,1,8,1753.9,1278,140,37,219.2375,17.5,0,0,0,0,0,0,0,1,1,0,0,23298
14408,0,5,1947.51,1266,144,24,389.502,28.8,0,0,0,0,0,1,0,0,0,0,0,85152
14410,0,9,292.83,107,157,22,32.5366666666667,17.4444444444444,0,0,0,0,1,0,0,0,0,0,0,23309
14414,1,7,1267.93,2363,44,21,181.132857142857,6.28571428571429,0,0,0,0,0,0,0,0,0,0,0,20984
14415,0,8,2142.63,1052,136,28,267.82875,17,0,6,3,0,0,0,3,0,0,3,4,85099
14426,0,4,889.26,419,37,70,222.315,9.25,0,0,0,0,2,0,0,1,0,0,0,47566
14456,0,7,1832.32,1661,68,3,261.76,9.71428571428571,0,2,3,1,2,1,1,0,0,3,2,22908
14462,0,6,990.64,447,129,14,165.106666666667,21.5,0,0,2,0,1,2,0,0,0,0,0,22189
14472,1,4,608.66,364,83,33,152.165,20.75,0,0,2,1,0,3,0,0,0,0,0,22297
14475,1,4,514.82,300,114,1,128.705,28.5,0,2,2,0,0,0,0,0,0,0,0,85099
14502,0,5,412.4,234,85,79,82.48,17,0,0,1,0,0,2,0,0,0,0,0,21340
14524,0,6,1270.28,441,165,1,211.713333333333,27.5,0,0,2,1,0,0,1,0,0,0,0,22328
14525,0,6,1794.86,1024,135,30,299.143333333333,22.5,0,1,2,1,1,0,0,0,0,1,0,21622
14527,0,41,3022.71,918,174,1,73.7246341463415,4.24390243902439,0,8,2,2,3,0,0,0,0,1,0,D
14534,0,10,1935.06,970,151,25,193.506,15.1,0,2,0,1,1,0,0,0,0,1,1,22427
14543,0,10,1575.7,248,178,3,157.57,17.8,0,0,0,0,0,0,0,1,1,0,0,22624
14546,0,5,1551.98,896,171,7,310.396,34.2,0,0,2,0,3,0,1,1,0,0,0,85049
14560,0,7,400.35,407,101,24,57.1928571428571,14.4285714285714,0,0,0,0,0,0,0,0,0,0,0,22776
14562,0,10,2316.17,861,153,8,231.617,15.3,0,0,0,0,4,0,1,2,0,0,0,85066
14565,1,5,1906.36,892,109,25,381.272,21.8,3,0,2,0,2,0,0,0,0,1,0,C2
14572,0,4,997.31,724,36,40,249.3275,9,0,0,1,2,1,0,0,0,0,1,0,85049
14573,1,9,721.14,295,32,109,80.1266666666667,3.55555555555556,0,0,0,1,0,0,0,1,0,0,0,85132
14583,0,4,787.640000000001,572,61,74,196.91,15.25,0,1,2,0,1,0,0,0,0,0,1,84596
14584,1,5,1029.26,379,29,99,205.852,5.8,0,0,2,0,0,2,0,0,0,0,0,22429
14587,0,4,563.83,234,63,114,140.9575,15.75,0,0,1,1,0,0,2,0,0,0,1,84997
14606,0,57,4481.09999999999,2311,176,2,78.615789473684,3.08771929824561,0,6,3,1,3,0,3,0,1,0,0,90214
14640,0,5,1484.41,573,99,57,296.882,19.8,0,0,0,2,2,0,0,0,0,0,0,22697
14646,0,34,123106.22,85713,170,8,3620.77117647058,5,0,7,0,4,1,2,6,1,6,5,6,22629
14659,0,6,1045.19,499,139,8,174.198333333333,23.1666666666667,0,3,0,0,0,2,3,2,0,3,0,84997
14667,0,12,4351.95,2146,172,4,362.6625,14.3333333333333,0,6,0,0,0,7,2,0,0,1,1,85049
14676,0,5,1610.89,1587,138,8,322.178,27.6,0,0,0,0,0,0,0,0,0,0,0,21746
14680,0,12,15532.09,7500,180,1,1294.34083333333,15,0,9,0,0,7,0,5,0,0,0,3,85099
14688,0,12,2173.24,1287,178,0,181.103333333333,14.8333333333333,0,3,0,0,0,0,2,0,0,0,0,23182
14691,0,4,1769.07,607,141,1,442.2675,35.25,0,0,0,0,0,0,0,0,0,1,0,48187
14696,0,5,1183.43,1005,171,1,236.686,34.2,0,1,0,0,0,0,0,0,0,0,0,78033
14701,0,4,476.18,224,74,102,119.045,18.5,0,1,0,0,0,0,0,0,0,0,0,21867
14702,0,4,681.64,316,83,8,170.41,20.75,0,0,0,0,1,0,0,0,0,0,0,22907
14709,0,7,3080.74,1670,144,1,440.105714285714,20.5714285714286,0,7,0,0,0,0,0,0,0,7,0,85099
14711,0,9,2134.3,699,158,21,237.144444444445,17.5555555555556,0,0,1,0,4,2,1,0,0,0,0,84836
14713,0,4,1120,711,119,29,280,29.75,0,1,3,0,0,0,2,0,0,1,3,20728
14732,0,5,1243.31,833,132,18,248.662,26.4,0,0,1,0,0,0,0,0,0,0,0,22771
14733,0,5,1459.18,518,93,40,291.836,18.6,0,0,0,0,4,0,0,1,0,0,0,47566
14735,0,19,2587.3,987,150,11,136.173684210526,7.89473684210526,0,2,0,0,0,0,0,0,1,3,0,71459
14738,0,5,548.32,244,111,60,109.664,22.2,0,0,1,0,0,0,0,0,0,0,0,21175
14745,1,4,979.66,850,72,42,244.915,18,0,0,0,0,0,0,1,0,0,0,0,84755
14755,0,6,1824.84,811,133,3,304.14,22.1666666666667,0,1,1,1,3,2,0,2,0,0,0,23298
14769,0,5,6988.99999999999,4913,123,7,1397.8,24.6,0,0,0,1,2,2,1,1,0,0,1,85049
14776,0,8,1291.38,1540,128,35,161.4225,16,0,0,0,0,0,0,0,0,0,0,0,21703
14796,0,14,3867.87,3057,144,24,276.276428571428,10.2857142857143,0,0,2,2,0,0,0,4,0,0,0,84596
14800,0,8,1471.66,1312,147,5,183.9575,18.375,0,0,0,0,0,0,1,0,0,0,1,22751
14808,0,13,1717.48,1621,98,3,132.113846153846,7.53846153846154,0,0,0,0,0,0,0,0,0,0,0,21731
14810,0,4,958.59,490,136,33,239.6475,34,0,3,0,0,0,0,4,0,0,3,3,22730
14825,0,4,614.4,246,114,19,153.6,28.5,0,1,1,0,1,0,0,0,0,3,0,23344
14834,0,4,836.75,374,168,1,209.1875,42,0,0,0,1,0,3,0,0,0,0,0,84879
14837,1,5,1641.2,1430,111,19,328.24,22.2,0,0,0,0,0,0,0,0,0,0,0,23301
14842,0,4,1569.37,702,107,14,392.3425,26.75,0,0,0,1,1,1,0,2,0,0,0,23298
14849,0,10,4352.75,3312,153,25,435.275,15.3,0,0,0,1,0,5,0,0,0,3,0,84879
14852,0,5,2188.42,1390,156,26,437.684,31.2,0,2,4,0,0,3,2,0,0,0,2,85123
14854,1,7,2287.61,1534,174,8,326.801428571429,24.8571428571429,0,0,0,0,3,0,1,0,0,0,0,47566
14866,0,5,6507.29,2697,67,3,1301.458,13.4,0,0,0,0,0,0,0,2,1,0,0,23168
14868,0,5,1634.77,871,161,1,326.954,32.2,0,0,0,0,0,0,1,0,0,0,1,22605
14878,0,4,561.93,320,119,12,140.4825,29.75,0,0,0,0,0,0,0,0,0,0,0,37448
14883,0,4,571.99,592,138,3,142.9975,34.5,0,0,1,0,0,2,0,0,0,2,0,84879
14895,0,14,5590.85,2446,158,21,399.346428571429,11.2857142857143,0,0,3,3,2,0,2,3,0,0,0,23209
14901,0,4,596.78,316,48,3,149.195,12,0,0,0,0,0,0,0,0,0,0,0,23301
14903,0,6,1835.89,1091,124,51,305.981666666667,20.6666666666667,0,2,0,1,0,3,0,0,0,0,0,22784
14911,0,123,65474.3799999998,37198,182,0,532.312032520324,1.47967479674797,38,6,13,30,10,8,3,8,0,5,0,C2
14916,1,4,969.79,889,78,0,242.4475,19.5,0,1,0,0,0,0,0,1,0,1,0,23167
14931,0,4,554.65,278,166,4,138.6625,41.5,1,0,0,0,0,0,0,0,0,0,0,M
14944,0,7,4168.22,2117,140,7,595.46,20,0,0,4,0,0,0,0,0,0,0,0,85123
14948,0,5,834.27,569,147,1,166.854,29.4,0,0,0,0,0,0,0,1,0,0,0,23295
14952,0,7,4514.12,1816,135,1,644.874285714286,19.2857142857143,0,1,0,2,0,0,0,0,0,0,0,84997
14961,0,7,3775.45,2145,165,11,539.35,23.5714285714286,0,1,0,3,1,0,3,1,0,1,0,22699
15005,0,20,3595.84,2584,168,8,179.792,8.4,0,8,9,0,8,0,8,4,0,8,6,22356
15021,0,4,1021.29,438,132,16,255.3225,33,0,1,2,0,0,0,0,0,0,0,0,82482
15023,0,6,3264.98,1222,102,46,544.163333333333,17,0,3,3,3,0,1,1,3,0,1,2,84997
15027,0,5,952.77,521,70,98,190.554,14,0,0,0,0,1,0,0,0,0,0,1,22605
15033,0,5,863.65,435,99,39,172.73,19.8,0,0,0,1,0,2,2,0,0,0,3,23206
15034,0,4,1607.8,876,162,0,401.95,40.5,0,0,2,0,0,0,1,0,0,0,1,22729
15039,0,25,10521.05,4733,169,10,420.842,6.76,0,16,0,7,10,0,6,1,0,10,8,85099
15044,0,6,1985.23,503,165,5,330.871666666667,27.5,0,0,2,3,1,0,0,0,0,2,0,82482
15046,0,7,2605.73,1768,144,26,372.247142857143,20.5714285714286,0,0,1,0,0,4,0,0,0,0,0,85049
15058,0,5,965.14,514,161,11,193.028,32.2,0,0,0,0,0,0,1,0,0,0,0,22921
15059,0,5,633.74,274,108,37,126.748,21.6,0,0,0,0,0,0,0,0,0,0,0,85049
15061,0,19,13394.2,6795,178,0,704.957894736842,9.36842105263158,0,0,0,6,0,0,0,0,0,0,0,22659
15078,0,18,4983.5,2554,159,4,276.861111111111,8.83333333333333,0,10,0,0,0,0,7,0,0,8,5,85099
15095,1,5,1364.7,1077,99,33,272.94,19.8,0,0,0,0,0,3,0,0,0,0,0,84879
15098,1,5,649.5,60,0,112,129.9,0,0,0,0,0,0,0,0,0,0,0,0,22502
15108,1,5,1291.75,497,85,71,258.35,17,0,0,0,0,0,0,0,1,3,0,0,POST
15114,0,8,1993.23,2353,174,1,249.15375,21.75,0,0,0,0,0,0,0,0,0,0,0,22927
15122,1,4,1226.99,558,118,15,306.7475,29.5,0,2,0,0,1,0,0,0,0,2,0,85099
15125,0,17,6793.57,3595,126,43,399.621764705882,7.41176470588235,0,2,0,2,0,0,0,0,0,3,0,23203
15128,0,7,1118.78,990,92,56,159.825714285714,13.1428571428571,0,0,0,0,0,0,0,0,1,0,0,84536
15129,0,8,2136.93,1136,112,36,267.11625,14,0,0,1,0,0,0,0,2,0,0,0,22112
15134,0,5,897.55,539,168,2,179.51,33.6,0,0,3,0,0,0,0,0,0,0,0,85123
15140,0,6,1602.45,1176,154,9,267.075,25.6666666666667,0,0,0,0,0,0,0,0,0,0,0,84970
15144,0,10,3306.52,1572,147,1,330.652,14.7,0,3,0,0,0,0,1,0,0,1,0,85099
15150,0,7,3856.74,2691,115,0,550.962857142857,16.4285714285714,0,0,0,3,0,2,0,1,0,1,0,85230
15152,0,10,2650.78,1403,102,14,265.078,10.2,0,0,0,0,1,0,0,1,0,0,0,84997
15159,0,15,6202.78,4366,143,19,413.518666666666,9.53333333333333,0,0,0,2,2,0,2,0,0,0,0,84596
15172,0,4,1247.95,1225,166,0,311.9875,41.5,0,1,0,0,0,0,0,0,0,1,0,85227
15187,0,9,2350.46,1035,141,0,261.162222222222,15.6666666666667,0,0,0,0,0,0,0,0,1,1,0,84945
15189,0,31,10121.4,3736,154,21,326.496774193548,4.96774193548387,0,0,0,8,3,0,0,0,0,0,0,22427
15194,0,11,2952.08,1947,175,2,268.370909090909,15.9090909090909,0,0,0,2,0,4,0,1,0,0,0,84879
15201,1,11,927.84,962,168,8,84.3490909090909,15.2727272727273,0,2,0,0,0,0,0,0,0,2,0,47590
15203,0,4,1305.78,1240,118,9,326.445,29.5,0,3,0,0,0,0,1,0,0,2,2,85099
15218,0,7,3536.4,2033,143,4,505.2,20.4285714285714,0,5,3,0,0,0,0,0,0,4,0,85099
15220,0,5,947.9,846,123,45,189.58,24.6,0,0,1,0,0,0,0,0,0,0,0,22109
15238,0,4,757.33,574,88,25,189.3325,22,0,0,0,0,0,1,0,0,0,0,0,85087
15241,0,6,1016.19,1170,123,3,169.365,20.5,0,0,0,0,0,0,0,0,0,0,1,47518
15249,0,12,4606.42,2573,146,21,383.868333333333,12.1666666666667,0,0,0,0,3,1,2,0,0,0,5,85132
15251,0,11,9546.44,5618,160,11,867.858181818182,14.5454545454545,0,0,0,0,0,0,0,2,0,0,0,22457
15253,0,4,637.7,598,89,9,159.425,22.25,0,0,1,0,0,0,0,0,0,0,0,84997
15260,1,6,1360.27,607,133,30,226.711666666667,22.1666666666667,0,0,2,0,1,0,0,0,0,0,0,84978
15271,0,8,1231.77,626,144,24,153.97125,18,0,0,4,0,0,0,0,1,0,0,0,85123
15281,0,7,1149.31,519,109,66,164.187142857143,15.5714285714286,0,0,2,2,4,0,0,0,0,0,0,47566
15290,0,7,3079.89,1459,153,9,439.984285714286,21.8571428571429,0,0,0,5,0,3,0,0,0,0,0,22699
15291,0,6,1696.13,981,157,24,282.688333333333,26.1666666666667,0,0,0,0,0,1,0,0,0,0,0,21668
15296,0,6,1365.41,591,134,8,227.568333333333,22.3333333333333,0,0,0,2,0,0,2,1,0,1,1,82486
15298,0,4,1129.78,789,94,22,282.445,23.5,0,1,0,0,2,0,0,0,0,1,0,71477
15299,0,4,-54.01,-6,116,53,-13.5025,29,0,0,0,0,0,0,0,0,0,0,0,M
15301,0,10,3163.39,1669,154,2,316.339,15.4,0,0,0,0,0,0,4,0,0,0,0,21845
15304,0,5,293.75,43,149,15,58.75,29.8,0,0,0,4,0,0,0,0,0,0,0,22423
15311,0,51,28255.9500000001,18130,175,3,554.038235294119,3.43137254901961,0,20,0,0,0,0,2,0,0,0,5,15056
15356,0,6,1996.73,1262,180,1,332.788333333333,30,0,1,1,0,2,2,1,1,0,2,1,22413
15358,0,12,3272.96,3046,168,2,272.746666666667,14,0,0,0,1,0,0,0,0,0,0,0,85049
15370,0,4,1259.53,474,132,1,314.8825,33,0,0,0,0,0,0,0,0,0,0,0,84968
15373,0,4,610.69,170,94,45,152.6725,23.5,0,0,0,0,0,0,0,0,0,0,0,22090
15382,0,6,3662.63,2386,134,14,610.438333333333,22.3333333333333,0,1,0,1,0,0,0,0,0,2,2,23168
15400,1,5,320.6,170,92,22,64.12,18.4,0,0,0,0,0,0,0,0,0,0,0,21932
15410,1,7,3068.24,1096,152,14,438.32,21.7142857142857,0,0,0,3,3,0,0,0,0,0,0,23163
15434,0,4,543.28,470,93,37,135.82,23.25,0,0,0,0,0,0,0,0,0,0,0,23118
15453,0,4,712.8,362,95,22,178.2,23.75,0,0,1,0,0,0,0,0,0,0,0,23138
15465,0,9,2545.52,400,162,11,282.835555555556,18,0,0,0,8,0,2,0,0,0,0,0,22423
15491,1,7,3090.85,1624,140,25,441.55,20,0,0,0,1,3,0,0,0,0,0,0,84970
15498,0,19,5234.32000000001,2229,158,9,275.49052631579,8.31578947368421,0,3,1,3,3,0,2,1,0,1,3,85099
15502,0,6,461.330000000001,2007,74,19,76.8883333333334,12.3333333333333,0,0,0,1,1,0,0,0,0,0,1,M
15505,0,5,2716.16,1580,82,3,543.232,16.4,0,0,0,0,0,0,0,0,0,0,0,15058
15508,1,6,1000.27,440,46,119,166.711666666667,7.66666666666667,0,2,2,3,0,0,0,0,0,1,0,22423
15513,0,10,6826.18,2586,124,17,682.618,12.4,0,0,2,1,0,0,0,0,0,1,0,22456
15518,0,7,978.2,703,91,53,139.742857142857,13,0,0,0,1,2,0,1,0,0,0,1,22659
15521,0,9,1516.29,932,154,24,168.476666666667,17.1111111111111,0,0,0,0,0,0,1,0,0,3,0,23256
15527,0,5,1011.19,435,130,19,202.238,26,0,3,0,2,0,0,0,0,0,2,0,85099
15529,0,4,1896.19,1761,160,17,474.0475,40,0,2,0,0,2,0,1,0,0,1,0,84086
15532,0,4,805.59,270,34,61,201.3975,8.5,0,0,0,0,0,0,0,0,0,0,0,17012
15544,0,5,1571.6,1228,91,49,314.32,18.2,0,0,0,0,0,0,1,0,0,0,1,84997
15547,0,6,2013.33,2014,160,12,335.555,26.6666666666667,0,1,2,1,3,1,0,0,0,0,0,84596
15555,0,10,2147.43,2266,158,8,214.743,15.8,0,2,4,1,2,2,8,0,0,1,7,20725
15561,0,4,371.82,84,119,26,92.955,29.75,0,0,0,0,0,0,0,0,0,0,0,23128
15569,1,4,1087.21,484,27,33,271.8025,6.75,0,0,3,0,0,0,0,0,0,0,0,85123
15581,1,9,3012.47,110,117,50,334.718888888889,13,0,0,0,0,1,0,0,0,0,0,0,M
15594,0,4,1502.18,865,153,11,375.545,38.25,0,0,0,0,0,0,0,0,0,0,0,22960
15596,1,4,292.29,107,114,30,73.0725,28.5,0,0,0,0,0,0,1,0,0,0,0,22502
15601,0,6,2002.82,1076,173,8,333.803333333333,28.8333333333333,0,0,3,1,0,0,0,1,0,0,0,85123
15611,0,7,764.34,246,120,0,109.191428571429,17.1428571428571,0,0,0,1,0,0,0,0,2,0,0,23084
15615,0,16,4370.02,2401,136,35,273.12625,8.5,0,6,1,1,3,1,3,1,0,1,4,85099
15618,0,4,389.221,189,50,16,97.30525,12.5,0,0,0,0,0,2,0,0,0,0,0,84879
15622,0,12,2666.98,1333,172,9,222.248333333333,14.3333333333333,0,2,0,1,1,0,0,0,0,2,0,85099
15625,1,8,1504.56,1166,135,30,188.07,16.875,0,0,0,0,0,0,3,0,0,0,0,21868
15628,0,4,929.79,623,84,28,232.4475,21,0,0,3,0,0,0,0,0,0,0,0,85123
15632,0,5,1640.71,947,128,51,328.142,25.6,0,0,0,0,0,1,2,2,0,0,1,22570
15640,0,8,5032.95,2947,161,8,629.11875,20.125,0,5,3,2,0,1,0,0,0,3,0,85099
15643,1,5,310.3,66,12,109,62.06,2.4,0,0,0,1,1,0,0,0,0,0,0,23169
15660,0,8,843.35,641,119,15,105.41875,14.875,0,1,0,1,0,0,0,0,0,0,2,22460
15671,0,4,1311.08,792,147,24,327.77,36.75,0,0,0,0,0,0,0,0,0,0,0,85152
15674,1,7,1388.9,877,175,3,198.414285714286,25,0,0,4,3,4,0,0,1,0,1,1,85123
15694,0,4,1475.9,338,70,106,368.975,17.5,0,0,0,1,1,0,0,0,0,0,0,22041
15696,0,6,599.44,158,180,2,99.9066666666667,30,0,0,0,1,1,0,0,0,0,0,0,47566
15704,1,4,2293.62,1028,75,70,573.405,18.75,0,1,3,0,3,3,0,1,0,2,0,47566
15706,0,4,843.41,285,43,2,210.8525,10.75,0,0,1,0,0,0,0,0,0,0,0,23133
15708,0,5,1049.78,374,87,64,209.956,17.4,0,0,2,2,0,0,0,0,0,0,0,84997
15719,0,8,2695.42,1448,147,29,336.9275,18.375,0,7,4,0,6,0,5,2,0,4,5,85099
15727,0,4,2517.69,1817,141,37,629.4225,35.25,0,0,2,1,0,0,1,1,0,0,2,22197
15737,0,10,997.6,526,170,2,99.76,17,0,0,0,0,1,0,3,0,0,0,0,22171
15738,0,7,1848.36,1036,130,26,264.051428571429,18.5714285714286,0,0,0,0,0,0,0,0,0,0,0,47590
15752,0,5,1454.3,1233,156,23,290.86,31.2,0,4,0,0,0,0,4,0,0,2,0,84596
15755,0,5,1743.94,1100,161,4,348.788,32.2,0,1,2,0,0,0,0,0,0,1,0,85123
15764,1,9,2124.54,1413,103,11,236.06,11.4444444444444,0,0,0,1,0,0,1,1,0,0,0,85053
15768,1,4,581.83,243,110,45,145.4575,27.5,0,0,0,2,0,0,0,0,1,0,0,23230
15769,0,14,18430.24,9560,160,8,1316.44571428571,11.4285714285714,0,6,0,0,0,0,0,0,0,0,0,85099
15785,0,4,736.42,453,39,87,184.105,9.75,0,0,0,0,1,0,1,0,0,0,2,84078
15796,0,6,1501.79,517,143,2,250.298333333333,23.8333333333333,0,1,1,2,0,0,0,0,0,1,0,82482
15804,0,13,2604.16,1588,125,2,200.32,9.61538461538462,0,0,0,2,0,4,0,0,0,0,0,84968
15805,0,11,2596.99,1665,127,36,236.09,11.5454545454545,0,3,0,0,3,0,0,1,0,1,0,85099
15810,1,6,768.11,487,153,8,128.018333333333,25.5,0,0,0,0,0,0,2,0,0,0,2,23206
15827,1,10,985.76,541,163,3,98.576,16.3,0,0,0,4,0,0,0,5,0,0,0,22720
15838,0,11,12816.86,7221,171,7,1165.16909090909,15.5454545454545,0,5,0,0,0,0,0,0,0,0,0,85099
15841,0,4,882.5,798,145,2,220.625,36.25,0,0,0,0,0,0,0,0,0,0,0,35810
15845,0,6,1776.52,1087,138,16,296.086666666667,23,0,0,0,0,0,3,0,2,0,0,0,84978
15854,0,6,1783.24,579,121,16,297.206666666667,20.1666666666667,0,0,1,0,0,0,0,0,0,0,0,15056
15855,1,4,616.44,402,103,66,154.11,25.75,0,0,0,0,3,0,0,0,0,0,0,47566
15856,0,14,6503.64,5109,157,25,464.545714285714,11.2142857142857,0,0,6,0,0,1,0,0,0,0,0,79190
15860,0,6,772.54,313,177,5,128.756666666667,29.5,0,1,1,0,1,0,0,0,0,0,0,23237
15867,0,6,2022.01,1010,171,0,337.001666666667,28.5,0,0,0,5,1,2,0,0,0,0,0,48184
15874,0,4,1300.4,939,72,107,325.1,18,0,0,1,0,1,0,0,0,0,0,0,22773
15920,1,4,167.5,99,0,84,41.875,0,0,0,0,0,0,0,0,0,0,0,0,21713
15932,0,7,1512.21,1481,152,18,216.03,21.7142857142857,0,0,1,0,1,1,0,0,0,0,0,37342
15939,1,9,4072.26,3458,156,19,452.473333333333,17.3333333333333,0,0,0,0,0,0,0,0,0,0,0,84970
15955,0,10,2383.66,1248,172,1,238.366,17.2,0,0,1,0,3,0,1,0,0,2,1,47566
15971,0,5,1263.25,502,153,18,252.65,30.6,0,3,0,0,1,0,0,0,1,0,0,85099
15974,0,4,1977.82,1431,116,25,494.455,29,0,0,0,0,1,3,0,0,0,0,0,84879
15981,0,5,1979.88,1114,164,7,395.976,32.8,0,0,0,0,0,0,0,0,0,3,0,23207
15984,0,4,1522.07,826,162,1,380.5175,40.5,0,1,1,0,0,1,0,0,0,0,0,22113
15987,0,5,1092.94,1288,98,50,218.588,19.6,0,0,0,0,0,0,0,0,0,0,0,21713
15996,1,4,389.51,122,77,18,97.3775,19.25,0,0,0,0,1,0,0,0,0,0,0,22766
16011,0,8,1595.55,1024,161,1,199.44375,20.125,0,0,0,0,0,0,0,0,0,0,0,23032
16013,0,24,12651.12,4755,174,0,527.13,7.25,0,0,5,3,4,0,0,0,0,0,0,71477
16016,0,4,544.22,209,146,9,136.055,36.5,0,0,0,0,2,0,0,0,0,0,0,90201
16027,1,4,534.9,786,126,21,133.725,31.5,0,0,0,0,0,0,0,0,0,0,0,21326
16029,0,41,17355.6,11866,162,10,423.30731707317,3.95121951219512,0,13,0,0,0,0,0,0,2,0,0,85099
16033,0,16,4864.88999999999,1896,153,12,304.055625,9.5625,0,0,4,1,6,2,0,3,0,0,0,84912
16057,0,6,835.3,390,115,26,139.216666666667,19.1666666666667,0,0,1,0,0,0,0,1,0,0,0,22295
16076,0,7,1394.61,979,128,9,199.23,18.2857142857143,0,0,1,0,0,0,1,0,0,0,0,21790
16092,1,4,468.49,391,98,28,117.1225,24.5,0,0,0,0,0,0,0,0,0,0,0,84380
16098,1,5,1153.23,411,146,17,230.646,29.2,0,0,0,0,0,0,0,0,0,0,0,22411
16103,0,5,1413.14,556,153,9,282.628,30.6,0,0,1,0,0,0,0,0,0,0,0,23052
